net,refdes,pin,side,x,y,value,part_number
-LED_LOGO_R,JCAM1,7,B,8295,4955,I-PEX_20654-030E-01,I-PEX_20654-030E-01_30P
-LED_LOGO_R,R9501,2,B,8272,4843,1/16W_3.01K_1%_0402,R0402_15P748
-LED_LOGO_R,TB_TP146,1,B,8278,4768,,
-LED_MICMUTE,R4510,1,T,2640,3050,1/20W_100_5%_0201,R0201_11P811
-LED_MICMUTE,TB_TP468,1,T,2656,3183,,
-LED_MICMUTE,UEC1,K6,T,1756,2041,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-LED_MICMUTE_R,JKBL2,28,T,2525,2923,HIGHS_FC5AF361-1151H,HIGHS_FC5AF361-1151H_36P-T
-LED_MICMUTE_R,R4510,2,T,2640,3027,1/20W_100_5%_0201,R0201_11P811
-LED_MICMUTE_R,TB_TP1311,1,T,2662,2994,,
-LED_MUTE,R4511,1,T,2612,3050,1/20W_100_5%_0201,R0201_11P811
-LED_MUTE,TB_TP583,1,T,2580,3166,,
-LED_MUTE,UEC1,J10,T,1782,1938,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-LED_MUTE_R,JKBL2,27,T,2505,2923,HIGHS_FC5AF361-1151H,HIGHS_FC5AF361-1151H_36P-T
-LED_MUTE_R,R4511,2,T,2612,3027,1/20W_100_5%_0201,R0201_11P811
-LED_MUTE_R,TB_TP1277,1,T,2649,3115,,
-LED_NUMBER,R4533,1,T,1874,2415,1/20W_100_5%_0201,R0201_11P811
-LED_NUMBER,UEC1,A9,T,1987,1964,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-LED_NUMBER_R,JKBL2,35,T,2663,2923,HIGHS_FC5AF361-1151H,HIGHS_FC5AF361-1151H_36P-T
-LED_NUMBER_R,R4533,2,T,1897,2415,1/20W_100_5%_0201,R0201_11P811
-LED_NUMBER_R,TB_TP45,1,T,2235,2432,,
-LED_PWR,R4613,1,B,9380,4941,1/16W_33_1%_0402,R0402_15P748
-LED_PWR,TB_TP869,1,B,7892,3137,,
-LED_PWR,TB_TP870,1,T,9377,4968,,
-LED_PWR,UEC1,A6,T,1987,2041,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-LED_PWR_R,D4607,1,B,9343,4905,PESD5V0H1BSF_SOD962-2,PESD5V0H1BSF_SOD962-2
-LED_PWR_R,JPWR1,8,B,9244,5032,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
-LED_PWR_R,R4613,2,B,9380,4905,1/16W_33_1%_0402,R0402_15P748
-LED_PWR_R,TB_TP1009,1,T,9244,4993,,
-LID_CLOSE,C8106,2,T,1590,1765,0.1U_10V_K_X5R_0201,C0201_12P992_BA
-LID_CLOSE,C8107,2,T,1603,1703,4700P_6.3V_K_X7R_0201_MURATA,C0201_12P992_BA
-LID_CLOSE,C9501,2,T,3229,5201,2200P_25V_K_X7R_0201,C0201_12P992_BA
-LID_CLOSE,D1001,1,B,6216,3332,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2-Y_CS20
-LID_CLOSE,D9403,1,T,3263,5201,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-LID_CLOSE,JCAM1,9,B,8327,4955,I-PEX_20654-030E-01,I-PEX_20654-030E-01_30P
-LID_CLOSE,R8113,2,T,1626,1667,1/20W_100K_5%_0201,R0201_11P811
-LID_CLOSE,R9506,1,T,3205,5201,1/20W_100K_5%_0201,R0201_11P811
-LID_CLOSE,TB_TP1295,1,T,3375,5189,,
-LID_CLOSE,UEC1,M11,T,1705,1913,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-LID_CLOSE_D,C9409,2,T,3302,5291,1000P_25V_K_X7R_0201,C0201_12P992_BA
-LID_CLOSE_D,C9410,2,T,3302,5266,47P_25V_J_NPO_0201,C0201_12P992_BA
-LID_CLOSE_D,C9427,1,T,3301,5237,0.1U_25V_K_X7R_0402,C0402_21P654_CA
-LID_CLOSE_D,D9403,2,T,3300,5201,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-LID_CLOSE_D,D9404,2,T,3334,5237,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-LID_CLOSE_D,JLCD1,39,B,3276,5352,I-PEX_20654-040E-01,I-PEX_20654-040E-01_40P
-LID_CLOSE_D,R9404,1,T,3307,5339,1/20W_100K_5%_0201,R0201_11P811
-LID_CLOSE_D,TB_TP709,1,T,3343,5333,,
-LID_CLOSE_D1,D1001,2,B,6178,3332,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2-Y_CS20
-LID_CLOSE_D1,R1012,1,B,6177,3360,1/20W_10K_5%_0201,R0201_11P811
-LID_CLOSE_D1,TB_TP1386,1,B,6131,3327,,
-LID_CLOSE_D1,UCPU1,FA34,B,5853,3310,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIC_HW_EN,R1111,2,T,5458,3237,0_0201_SP,R0201_SHORT
-MIC_HW_EN,TB_TP860,1,T,5497,3208,,
-MIC_HW_EN,UCPU1,EB44,B,5553,3153,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIPI60_DBRESET,J2101,13,B,6311,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-MIPI60_DBRESET,R2105,1,B,6083,3427,1/20W_1K_5%_0201,R0201_11P811
-MIPI60_DBRESET,TB_TP671,1,T,6245,820,,
-MIPI60_DBRESET,TP2109,1,B,6058,3423,Test_Point_12MIL,TPC12
-MIPI60_DBRESET,UCPU1,EK26,B,5672,3441,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIPI60_PRDY,TP2106,1,T,4142,3722,Test_Point_12MIL,TPC12
-MIPI60_PRDY,UCPU1,L8,B,4110,3728,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIPI60_PREQ,TP2111,1,T,4145,3773,Test_Point_12MIL,TPC12
-MIPI60_PREQ,UCPU1,L6,B,4110,3753,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIPI60_TRST,JMIPI1,9,T,3978,4197,HIGHS_FC5AF201-2931H,HIGHS_FC5AF201-2931H_20P
-MIPI60_TRST,TB_TP703,1,T,4159,3904,,
-MIPI60_TRST,UCPU1,R6,B,4177,3753,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-MIPI60_TRST,UCPU1,R8,B,4177,3728,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-M_B_DQS8,JDDR1,95,B,4907,2150,ARGOS_D4ASL-26010-1P40,ARGOS_D4ASL-26010-1P40_260P
-M_B_DQS8,R2719,2,B,4910,2254,1/20W_240_1%_0201,R0201_11P811
-NFC_DTCT,JNFC1,7,B,1368,951,HIGHS_FC5AF121-2121H,HIGHS_FC5AF121-2121H_12P-T
-NFC_DTCT,TB_TP1385,1,T,1369,886,,
-NFC_DTCT,UCPU1,FC28,B,5883,3407,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-OVERT,Q3501,3,B,7910,3489,SSM3K15AMFV_2-1L1B,SSM3K15AMFV_2-1L1B
-OVERT,R3510,2,B,7911,3517,1/20W_100_1%_0201,R0201_11P811
-OVERT,TB_TP996,1,B,7829,3511,,
-OVERT,UGPU1,AF2,B,7728,3541,NVIDIA_GN20-S5-GB3-64_FCBGA771,NVIDIA_GN20-S5-GB3-64_FCBGA_771P-T
-PAD_FW_RW_EN,JCP1,12,B,6860,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
-PAD_FW_RW_EN,R4601,1,B,6860,1086,1/20W_100K_5%_0201,R0201_11P811
-PAD_FW_RW_EN,TB_TP97,1,T,6139,930,,
-PAD_FW_RW_EN,U7901,2,T,2278,1924,NCT5635Y-W_QFN24_4X4,NCT5635Y-W_QFN24_4X4
-PAD_INT,JCP1,6,B,6978,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
-PAD_INT,R4612,1,B,6960,1099,1/20W_10K_5%_0201,R0201_11P811
-PAD_INT,TB_TP1313,1,T,6406,2641,,
-PAD_INT,UCPU1,EL23,B,5698,3480,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_LAN,R1505,2,T,5702,2969,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_LAN,TB_TP1155,1,B,3596,1547,,
-PCH_SLP_LAN,UCPU1,EK53,B,5672,3007,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_LAN,UTE1,16,T,3081,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_M,J2101,6,B,6449,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PCH_SLP_M,R1530,1,T,5348,2223,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_M,TB_TP842,1,T,4327,2202,,
-PCH_SLP_M,UCPU1,EM57,B,5709,2943,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_M,UTE1,15,T,3066,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_S0,D5311,1,T,1240,2646,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2-Y_CS20
-PCH_SLP_S0,J2101,15,B,6272,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PCH_SLP_S0,R1533,1,B,6046,2470,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_S0,R1534,2,B,6094,2510,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_S0,TB_TP570,1,T,3962,856,,
-PCH_SLP_S0,UCPU1,DW59,B,5510,2915,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_S3,D1504,1,T,3128,4220,RB520CM-30T2R_VMN2M2,RB520CM-30T2R_VMN2M2
-PCH_SLP_S3,J2101,2,B,6528,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PCH_SLP_S3,PD2102,2,B,6537,4111,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PCH_SLP_S3,PU2502,1,T,3724,3343,SN74AUP1G08DSF2_SON-6,SN74AUP1G08DSF2_SON-6
-PCH_SLP_S3,R1531,1,T,5347,2201,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_S3,R9502,1,B,8387,4856,1/20W_0_5%_0201,R0201_11P811
-PCH_SLP_S3,TB_TP1130,1,B,3818,3386,,
-PCH_SLP_S3,TB_TP1131,1,T,6523,3290,,
-PCH_SLP_S3,UCPU1,EM59,B,5708,2915,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_S3,UTE1,19,T,3129,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_S4,J2101,5,B,6469,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PCH_SLP_S4,PR0608,1,B,6675,2684,0_0402_SP,R0402_SHORT
-PCH_SLP_S4,R1532,1,T,6557,2245,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_S4,TB_TP872,1,T,6690,2112,,
-PCH_SLP_S4,UCPU1,EP56,B,5734,2958,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_S4,UTE1,18,T,3113,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_S5,J2101,4,B,6488,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PCH_SLP_S5,R1535,1,T,5655,2969,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_S5,TB_TP1160,1,T,4229,2221,,
-PCH_SLP_S5,UCPU1,EG60,B,5633,2907,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_S5,UTE1,17,T,3097,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_SUS,D1501,1,B,6451,2448,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PCH_SLP_SUS,PD0501,2,T,1698,4188,RB530CM-30T2R_SOD923-2,RB530CM-30T2R_SOD923-2
-PCH_SLP_SUS,PD2001,1,T,1595,2580,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PCH_SLP_SUS,PU2001,4,T,1631,2642,TPS22954DSQR_WSON10_2X2,TPS22954DSQR_WSON10_2X2
-PCH_SLP_SUS,R1537,1,T,5748,2969,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_SUS,TB_TP930,1,B,3685,1545,,
-PCH_SLP_SUS,UCPU1,EN53,B,5724,3007,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCH_SLP_SUS,UTE1,26,T,3239,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCH_SLP_WLAN,R1538,2,B,5742,2515,1/20W_100K_5%_0201,R0201_11P811
-PCH_SLP_WLAN,TB_TP1409,1,B,5739,2542,,
-PCH_SLP_WLAN,UCPU1,EJ57,B,5655,2944,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIECLK0_PCIE4_A_100M,JSSD1,53,B,1723,1151,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
-PCIECLK0_PCIE4_A_100M,UCPU1,DT11,B,5451,3669,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIECLK1_PCIE3_P5_100M,TB_TP1392,1,T,6120,4439,,
-PCIECLK1_PCIE3_P5_100M,UCPU1,DU3,B,5468,3803,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIECLK1_PCIE3_P5_100M,UWLAN1,33,B,6283,4449,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
-PCIECLK1_PCIE3_P5_100M,UWLAN2A,33,B,6283,4455,8501-602200-01_LGA76,8501-602200-01_LGA_76P
-PCIECLK2_PCIE3_P1_100M,R7419,1,T,2747,3756,0_0201_SP,R0201_SHORT
-PCIECLK2_PCIE3_P1_100M,UCPU1,DR6,B,5442,3758,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIECLK2_PCIE3_P1_100M_R,JWWAN1,53,B,2746,3771,ARGOSY_NASB0-S6710-TS20,ARGOSY_NASB0-S6710-TS20_75P-T
-PCIECLK2_PCIE3_P1_100M_R,R7419,2,T,2747,3779,0_0201_SP,R0201_SHORT
-PCIECLK3_PCIE4_B_100M,UCPU1,DN11,B,5417,3669,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIECLK3_PCIE4_B_100M,UGPU1,AE31,B,6909,3569,NVIDIA_GN20-S5-GB3-64_FCBGA771,NVIDIA_GN20-S5-GB3-64_FCBGA_771P-T
-PCIECLK4_PCIE3_P7_100M,TB_TP699,1,B,3167,4177,,
-PCIECLK4_PCIE3_P7_100M,U7601,45,T,2214,4235,WGI219LM-QREF-A0_QFN48_6X6,WGI219LM-QREF-A0_QFN48_6X6
-PCIECLK4_PCIE3_P7_100M,UCPU1,DP6,B,5419,3747,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIE_WAKE,R1507,1,T,5787,3010,1/20W_1K_5%_0201,R0201_11P811
-PCIE_WAKE,R3201,1,T,6850,3560,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE,R7009,2,T,1732,1344,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE,R7204,1,B,6324,4343,1/20W_100K_5%_0201,R0201_11P811
-PCIE_WAKE,R7206,1,B,6347,4320,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE,R7415,2,T,2723,3550,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE,TB_TP1364,1,T,1759,1143,,
-PCIE_WAKE,UCPU1,ET51,B,5775,3047,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PCIE_WAKE,UTE1,20,T,3144,1831,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PCIE_WAKE_R,R7206,2,B,6347,4343,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE_R,UWLAN1,29,B,6362,4449,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
-PCIE_WAKE_R,UWLAN2A,29,B,6362,4455,8501-602200-01_LGA76,8501-602200-01_LGA_76P
-PCIE_WAKE_RG,R3201,2,T,6873,3560,1/20W_0_5%_0201,R0201_11P811
-PCIE_WAKE_RG,TB_TP153,1,T,6902,3544,,
-PCIE_WAKE_RG,UGPU1,AG30,B,6937,3514,NVIDIA_GN20-S5-GB3-64_FCBGA771,NVIDIA_GN20-S5-GB3-64_FCBGA_771P-T
-PDEV_STP,C4601,1,B,6916,1099,10PC_25VC_JC_NPOC_0201,C0201_12P992_BA
-PDEV_STP,JCP1,7,B,6958,1043,HIGHSTAR_FC5AF141-2933-1H,HIGHSTAR_FC5AF141-2933-1H_14P
-PDEV_STP,R4516,1,B,6892,1094,1/20W_0_5%_0201,R0201_11P811
-PDEV_STP,R4611,1,B,6938,1099,1/20W_10K_5%_0201,R0201_11P811
-PDEV_STP,TB_TP374,1,T,1927,1070,,
-PDEV_STP,U7901,17,T,2278,2105,NCT5635Y-W_QFN24_4X4,NCT5635Y-W_QFN24_4X4
-PDEV_STP_R,JTP2,10,T,3385,2846,HIGHSTAR_FC1AF141-2133-1H,HIGHSTAR_FC1AF141-2133-1H_14P-T
-PDEV_STP_R,R4516,2,B,6892,1117,1/20W_0_5%_0201,R0201_11P811
-PDEV_STP_R,R4520,2,T,3427,2993,1/20W_0_5%_0201,R0201_11P811
-PDEV_STP_R,TB_TP372,1,T,6905,1179,,
-PD_I2C_INT,R5901,1,T,1352,3819,1/20W_10K_5%_0201,R0201_11P811
-PD_I2C_INT,TP5903,1,B,993,4180,Test_Point_16MIL,TPC16
-PD_I2C_INT,U5901,43,T,1437,3765,SN2011061RSLR_VQFN48_6X6,SN2011061RSLR_VQFN48_6X6
-PD_I2C_INT,UEC1,K5,T,1756,2066,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-PEX_RST,D3201,2,T,6912,3470,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PEX_RST,D3202,2,T,6904,3411,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PEX_RST,Q3501,2,B,7910,3457,SSM3K15AMFV_2-1L1B,SSM3K15AMFV_2-1L1B
-PEX_RST,R3202,2,B,6719,3396,1/20W_10K_1%_0201,R0201_11P811
-PEX_RST,TB_TP1053,1,T,6897,3341,,
-PEX_RST,UGPU1,AG29,B,6965,3514,NVIDIA_GN20-S5-GB3-64_FCBGA771,NVIDIA_GN20-S5-GB3-64_FCBGA_771P-T
-PLP_FDBK,JSSD1,30,B,1496,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
-PLP_FDBK,TP7001,1,T,1515,1377,Test_Point_20MIL,TPC20
-PLP_INT,D7001,2,T,1285,1441,RB520CM-30T2R_VMN2M2,RB520CM-30T2R_VMN2M2
-PLP_INT,JSSD1,8,B,1280,1450,ARGOSY_NASM0-S6710-TS20,ARGOSY_NASM0-S6710-TS20_67P-T
-PLP_INT,R7003,1,T,1250,1444,1/20W_10K_5%_0201,R0201_11P811
-PLP_INT,TB_TP1398,1,T,1287,1387,,
-PLTRST,R1540,1,B,6064,2423,1/20W_100K_5%_0201,R0201_11P811
-PLTRST,TB_TP412,1,B,5625,2538,,
-PLTRST,U1501,2,B,6096,2446,SN74LVC1G17DRLR_SOT-5,SN74LVC1G17DRLR_SOT-5
-PLTRST,UCPU1,DW57,B,5510,2943,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PLTRST_FAR,C1501,2,B,6220,2548,100P_25V_J_C0G_0201,C0201_12P992_BA
-PLTRST_FAR,D3201,1,T,6874,3470,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PLTRST_FAR,R1502,1,B,6169,2521,1/20W_33_5%_0201,R0201_11P811
-PLTRST_FAR,R1516,1,B,6125,2625,1/20W_0_5%_0201,R0201_11P811
-PLTRST_FAR,R7007,1,T,1641,1373,0_0201_SP,R0201_SHORT
-PLTRST_FAR,R7205,2,B,6253,4342,1/20W_100K_5%_0201,R0201_11P811
-PLTRST_FAR,R7411,2,T,2820,3553,1/20W_0_5%_0201,R0201_11P811
-PLTRST_FAR,TB_TP877,1,B,6089,2553,,
-PLTRST_FAR,U7601,36,T,2182,4078,WGI219LM-QREF-A0_QFN48_6X6,WGI219LM-QREF-A0_QFN48_6X6
-PLTRST_FAR,UTE1,7,T,3035,1972,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PLTRST_FAR,UWLAN1,31,B,6323,4449,INTEL_AX211D2W_LGA144,INTEL_AX211D2W_LGA_144P-T
-PLTRST_FAR,UWLAN2A,31,B,6323,4455,8501-602200-01_LGA76,8501-602200-01_LGA_76P
-PLTRST_NEAR,C1502,2,B,6198,2497,100P_25V_J_C0G_0201,C0201_12P992_BA
-PLTRST_NEAR,R1503,1,B,6169,2496,1/20W_33_5%_0201,R0201_11P811
-PLTRST_NEAR,TB_TP403,1,T,6864,3133,,
-PLTRST_NEAR,U9801,17,T,6863,3042,NPCT760LAAYX_QFN32_5X5,NPCT750LABYX_QFN32_5X5
-PLTRST_OUT,R1502,2,B,6146,2521,1/20W_33_5%_0201,R0201_11P811
-PLTRST_OUT,R1503,2,B,6146,2496,1/20W_33_5%_0201,R0201_11P811
-PLTRST_OUT,U1501,4,B,6149,2466,SN74LVC1G17DRLR_SOT-5,SN74LVC1G17DRLR_SOT-5
-PMC_ALERT,R1512,1,T,3695,1746,1/20W_10K_5%_0201,R0201_11P811
-PMC_ALERT,TB_TP397,1,T,3670,1776,,
-PMC_ALERT,TP5907,1,B,1047,4154,Test_Point_16MIL,TPC16
-PMC_ALERT,U5901,39,T,1437,3828,SN2011061RSLR_VQFN48_6X6,SN2011061RSLR_VQFN48_6X6
-PMC_ALERT,UCPU1,EA56,B,5534,2958,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PROCHOT,PR0207,2,B,3209,1316,1/20W_75_5%_0201,R0201_11P811
-PROCHOT,PR0835,2,B,3021,4877,1/16W_0_5%_0402,R0402_15P748
-PROCHOT,PR0844,1,B,2973,4875,1/20W_10K_1%_0201,R0201_11P811
-PROCHOT,R0801,2,T,4128,3406,1/20W_1K_5%_0201,R0201_11P811
-PROCHOT,R0810,2,T,4164,3360,1/20W_510_5%_0201,R0201_11P811
-PROCHOT,R5902,1,T,1576,3564,1/20W_100_5%_0201,R0201_11P811
-PROCHOT,R8018,2,T,2275,2219,1/20W_75_1%_0201,R0201_11P811
-PROCHOT,TB_TP797,1,T,3572,1545,,
-PROCHOT_CH,PR0207,1,B,3186,1316,1/20W_75_5%_0201,R0201_11P811
-PROCHOT_CH,PR0226,1,B,3189,1288,1/16W_0_5%_0402,R0402_15P748
-PROCHOT_CH,PU0201,11,B,3080,1261,BQ25710RSNR_QFN32_4X4,BQ25710RSNR_QFN32_4X4
-PROCHOT_CPU,C0820,2,T,4215,3360,2200P_25V_K_X7R_0201,C0201_12P992_BA
-PROCHOT_CPU,R0810,1,T,4187,3360,1/20W_510_5%_0201,R0201_11P811
-PROCHOT_CPU,TB_TP881,1,T,4281,3357,,
-PROCHOT_CPU,UCPU1,AK32,B,4411,3338,ALDERLAKE-P-CPU_BGA1744,ALDERLAKE-P-CPU_BGA_1744P-T
-PROCHOT_EC,Q8001,1,T,2184,2182,LSK3541G1ET2L_VMT3,LSK3541G1ET2L_VMT3
-PROCHOT_EC,R8012,1,T,2055,2327,0_0201_SP,R0201_SHORT
-PROCHOT_EC,R8019,1,T,2189,2150,1/20W_100K_5%_0201,R0201_11P811
-PROCHOT_EC_R,R8012,2,T,2055,2304,0_0201_SP,R0201_SHORT
-PROCHOT_EC_R,UEC1,B3,T,1961,2117,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-PROCHOT_PD,R5902,2,T,1576,3587,1/20W_100_5%_0201,R0201_11P811
-PROCHOT_PD,U5901,8,T,1575,3659,SN2011061RSLR_VQFN48_6X6,SN2011061RSLR_VQFN48_6X6
-PROCHOT_R,C8003,1,T,2250,2242,47P_25V_J_NPO_0201,C0201_12P992_BA
-PROCHOT_R,Q8001,3,T,2200,2228,LSK3541G1ET2L_VMT3,LSK3541G1ET2L_VMT3
-PROCHOT_R,R8018,1,T,2275,2242,1/20W_75_1%_0201,R0201_11P811
-PSENSE_INT_1,JPSEN1,2,B,8323,1055,HIGHS_WS83050-S0171-HF,HIGHS_WS83050-S0171-HF_5P-T
-PSENSE_INT_1,R8028,2,T,1607,2005,1/20W_10K_5%_0201,R0201_11P811
-PSENSE_INT_1,TB_TP378,1,B,3703,1455,,
-PSENSE_INT_1,TB_TP379,1,T,8323,1016,,
-PSENSE_INT_1,UEC1,L5,T,1731,2066,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-PWRSHUTDOWN,PQ0102,1,T,3370,1137,LSK3541G1ET2L_VMT3,LSK3541G1ET2L_VMT3
-PWRSHUTDOWN,Q3501,1,B,7956,3473,SSM3K15AMFV_2-1L1B,SSM3K15AMFV_2-1L1B
-PWRSHUTDOWN,Q6201,1,T,486,3653,LSK3541G1ET2L_VMT3,LSK3541G1ET2L_VMT3
-PWRSHUTDOWN,R5111,1,T,3069,2198,1/20W_33K_5%_0201,R0201_11P811-Y_CS20
-PWRSHUTDOWN,TB_TP1079,1,T,1393,2883,,
-PWRSHUTDOWN,UTE1,53,T,3113,2097,TC62D518FTG_WQFN56_7X7,TC62D518FTG_WQFN56_7X7
-PWRSW,D5001,2,T,3058,1644,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PWRSW,R5005,1,T,2980,1729,1/20W_10K_5%_0201,R0201_11P811
-PWRSW,TB_TP632,1,T,3012,1671,,
-PWRSW,UEC1,E8,T,1884,1989,NPCX997KAABX_VFBGA144,NPCX997KAABX_VFBGA_144P
-PWRSWITCH,D4606,1,B,9240,4905,PESD5V0H1BSF_SOD962-2,PESD5V0H1BSF_SOD962-2
-PWRSWITCH,D5001,1,T,3058,1682,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PWRSWITCH,D5002,1,T,3030,1720,RB521CM-30T2R_VMN2M-2,RB521CM-30T2R_VMN2M-2
-PWRSWITCH,J2101,11,B,6350,893,FCI_10051922-1810ELF,FCI_10051922-1810ELF_18P-T
-PWRSWITCH,JPWR1,6,B,9181,5032,HIGHS_WS83081-S0171-HF,HIGHS_WS83081-S0171-HF_8P-T
-PWRSWITCH,S1,1,B,9716,4359,SKTKABE010_4P,SW_SKTKABE010_4P
